,category_code,p_code,p_group,kind_name_new,rank,unit,price
18563,AW_A00139,AW_A00139,오이,오이(취청)(50개),중품,50개,
18564,AW_A00120,AW_A00120,호박,애호박(20개),상품,20개,
18565,AW_A00121,AW_A00121,호박,애호박(20개),중품,20개,
18566,AW_A00196,AW_A00196,호박,호박(쥬키니)(10kg),상품,10kg,
18567,AW_A00197,AW_A00197,호박,호박(쥬키니)(10kg),중품,10kg,
18568,AW_A00156,AW_A00156,토마토,토마토(5kg),상품,5kg,
18569,AW_A00157,AW_A00157,토마토,토마토(5kg),중품,5kg,
18570,AW_A00060,AW_A00060,무,무(가을)(20kg),상품,20kg,
18571,AW_A00061,AW_A00061,무,무(가을)(20kg),중품,20kg,
18572,AW_A00039,AW_A00039,당근,당근(무세척)(20kg),상품,20kg,
18573,AW_A00040,AW_A00040,당근,당근(무세척)(20kg),중품,20kg,
18574,AW_A00041,AW_A00041,당근,당근(세척)(수입),중품,10kg,
18575,AW_A00128,AW_A00128,열무,열무(4kg),상품,4kg,
18576,AW_A00129,AW_A00129,열무,열무(4kg),중품,4kg,
18577,AW_A00016,AW_A00016,건고추,건고추(화건)(30kg),상품,30kg,
18578,AW_A00017,AW_A00017,건고추,건고추(화건)(30kg),중품,30kg,
18579,AW_A00010,AW_A00010,건고추,건고추(양건)(30kg),상품,30kg,
18580,AW_A00011,AW_A00011,건고추,건고추(양건)(30kg),중품,30kg,
18581,AW_A00174,AW_A00174,풋고추,풋고추(10kg),상품,10kg,
18582,AW_A00175,AW_A00175,풋고추,풋고추(10kg),중품,10kg,
18583,AW_A00176,AW_A00176,풋고추,풋고추(꽈리고추)(4kg),상품,4kg,
18584,AW_A00177,AW_A00177,풋고추,풋고추(꽈리고추)(4kg),중품,4kg,
18585,AW_A00180,AW_A00180,풋고추,풋고추(청양고추)(10kg),상품,10kg,
18586,AW_A00181,AW_A00181,풋고추,풋고추(청양고추)(10kg),중품,10kg,
18587,AW_A00093,AW_A00093,붉은고추,붉은고추(10kg),상품,10kg,
18588,AW_A00094,AW_A00094,붉은고추,붉은고추(10kg),중품,10kg,
18589,AW_A00186,AW_A00186,피마늘,피마늘(한지)(10kg),상품,10kg,
18590,AW_A00187,AW_A00187,피마늘,피마늘(한지)(10kg),중품,10kg,
18591,AW_A00184,AW_A00184,피마늘,피마늘(난지)(대서)(10kg),상품,10kg,
18592,AW_A00185,AW_A00185,피마늘,피마늘(난지)(대서)(10kg),중품,10kg,
18593,AW_A00124,AW_A00124,양파,양파(15kg),상품,15kg,
18594,AW_A00125,AW_A00125,양파,양파(15kg),중품,15kg,
18595,AW_A00044,AW_A00044,파,대파(1kg),상품,1kg,
18596,AW_A00045,AW_A00045,파,대파(1kg),중품,1kg,
18597,AW_A00141,AW_A00141,파,쪽파(1kg),상품,1kg,
18598,AW_A00142,AW_A00142,파,쪽파(1kg),중품,1kg,
18599,AW_A00108,AW_A00108,생강,생강(국산)(10kg),상품,10kg,
18600,AW_A00109,AW_A00109,생강,생강(국산)(10kg),중품,10kg,
18601,AW_A00110,AW_A00110,생강,생강(수입)(10kg),중품,10kg,
18602,AW_A00070,AW_A00070,미나리,미나리(7.5kg),상품,7.5kg,
18603,AW_A00071,AW_A00071,미나리,미나리(7.5kg),중품,7.5kg,
18604,AW_A00031,AW_A00031,깻잎,깻잎(2kg),상품,2kg,
18605,AW_A00032,AW_A00032,깻잎,깻잎(2kg),중품,2kg,
18606,AW_A00188,AW_A00188,피망,피망(청)(10kg),상품,10kg,
18607,AW_A00189,AW_A00189,피망,피망(청)(10kg),중품,10kg,
18608,AW_A00160,AW_A00160,파프리카,파프리카(5kg),상품,5kg,
18609,AW_A00161,AW_A00161,파프리카,파프리카(5kg),중품,5kg,
18610,AW_A00057,AW_A00057,멜론,멜론(8kg),상품,8kg,
18611,AW_A00058,AW_A00058,멜론,멜론(8kg),중품,8kg,
18612,AW_A00029,AW_A00029,깐마늘(국산),깐마늘(국산)(대서)(20kg),상품,20kg,
18613,AW_A00030,AW_A00030,깐마늘(국산),깐마늘(국산)(대서)(20kg),중품,20kg,
18614,AW_A00027,AW_A00027,깐마늘(국산),깐마늘(국산)(남도)(20kg),상품,20kg,
18615,AW_A00028,AW_A00028,깐마늘(국산),깐마늘(국산)(남도)(20kg),중품,20kg,
18616,AW_A00074,AW_A00074,방울토마토,방울토마토(5kg),상품,5kg,
18617,AW_A00075,AW_A00075,방울토마토,방울토마토(5kg),중품,5kg,
18618,AW_A00042,AW_A00042,방울토마토,대추방울토마토(1kg),상품,1kg,
18619,AW_A00043,AW_A00043,방울토마토,대추방울토마토(1kg),중품,1kg,
18620,AW_A00080,AW_A00080,배추,배추(가을)(10kg),상품,10kg,"11,000"
18621,AW_A00081,AW_A00081,배추,배추(가을)(10kg),중품,10kg,"10,000"
18622,AW_A00122,AW_A00122,양배추,양배추(8kg),상품,8kg,"6,000"
18623,AW_A00123,AW_A00123,양배추,양배추(8kg),중품,8kg,"5,500"
18624,AW_A00113,AW_A00113,시금치,시금치(4kg),상품,4kg,"12,200"
18625,AW_A00114,AW_A00114,시금치,시금치(4kg),중품,4kg,"10,200"
18626,AW_A00101,AW_A00101,상추,상추(적)(4kg),상품,4kg,"16,500"
18627,AW_A00102,AW_A00102,상추,상추(적)(4kg),중품,4kg,"14,500"
18628,AW_A00103,AW_A00103,상추,상추(청)(4kg),상품,4kg,"13,000"
18629,AW_A00104,AW_A00104,상추,상추(청)(4kg),중품,4kg,"10,000"
18630,AW_A00126,AW_A00126,얼갈이배추,얼갈이배추(4kg),상품,4kg,"7,000"
18631,AW_A00127,AW_A00127,얼갈이배추,얼갈이배추(4kg),중품,4kg,"5,000"
18632,AW_A00111,AW_A00111,수박,수박(1개),상품,1개,"18,700"
18633,AW_A00112,AW_A00112,수박,수박(1개),중품,1개,"13,700"
18634,AW_A00136,AW_A00136,오이,오이(다다기계통)(100개),상품,100개,"102,000"
18635,AW_A00137,AW_A00137,오이,오이(다다기계통)(100개),중품,100개,"96,700"
18636,AW_A00138,AW_A00138,오이,오이(취청)(50개),상품,50개,"49,700"
18637,AW_A00139,AW_A00139,오이,오이(취청)(50개),중품,50개,"45,700"
18638,AW_A00120,AW_A00120,호박,애호박(20개),상품,20개,"23,200"
18639,AW_A00121,AW_A00121,호박,애호박(20개),중품,20개,"21,000"
18640,AW_A00196,AW_A00196,호박,호박(쥬키니)(10kg),상품,10kg,"32,000"
18641,AW_A00197,AW_A00197,호박,호박(쥬키니)(10kg),중품,10kg,"29,000"
18642,AW_A00156,AW_A00156,토마토,토마토(5kg),상품,5kg,"19,100"
18643,AW_A00157,AW_A00157,토마토,토마토(5kg),중품,5kg,"16,600"
18644,AW_A00060,AW_A00060,무,무(가을)(20kg),상품,20kg,"11,000"
18645,AW_A00061,AW_A00061,무,무(가을)(20kg),중품,20kg,"9,000"
18646,AW_A00039,AW_A00039,당근,당근(무세척)(20kg),상품,20kg,"35,000"
18647,AW_A00040,AW_A00040,당근,당근(무세척)(20kg),중품,20kg,"32,000"
18648,AW_A00041,AW_A00041,당근,당근(세척)(수입),중품,10kg,"9,000"
18649,AW_A00128,AW_A00128,열무,열무(4kg),상품,4kg,"7,750"
18650,AW_A00129,AW_A00129,열무,열무(4kg),중품,4kg,"6,750"
18651,AW_A00016,AW_A00016,건고추,건고추(화건)(30kg),상품,30kg,"600,000"
18652,AW_A00017,AW_A00017,건고추,건고추(화건)(30kg),중품,30kg,"550,000"
18653,AW_A00010,AW_A00010,건고추,건고추(양건)(30kg),상품,30kg,"750,000"
18654,AW_A00011,AW_A00011,건고추,건고추(양건)(30kg),중품,30kg,"700,000"
18655,AW_A00174,AW_A00174,풋고추,풋고추(10kg),상품,10kg,"44,500"
18656,AW_A00175,AW_A00175,풋고추,풋고추(10kg),중품,10kg,"37,700"
18657,AW_A00176,AW_A00176,풋고추,풋고추(꽈리고추)(4kg),상품,4kg,"27,200"
18658,AW_A00177,AW_A00177,풋고추,풋고추(꽈리고추)(4kg),중품,4kg,"23,000"
18659,AW_A00180,AW_A00180,풋고추,풋고추(청양고추)(10kg),상품,10kg,"41,700"
18660,AW_A00181,AW_A00181,풋고추,풋고추(청양고추)(10kg),중품,10kg,"35,500"
18661,AW_A00093,AW_A00093,붉은고추,붉은고추(10kg),상품,10kg,"52,500"
18662,AW_A00094,AW_A00094,붉은고추,붉은고추(10kg),중품,10kg,"43,700"
18663,AW_A00186,AW_A00186,피마늘,피마늘(한지)(10kg),상품,10kg,"110,000"
18664,AW_A00187,AW_A00187,피마늘,피마늘(한지)(10kg),중품,10kg,"105,000"
18665,AW_A00184,AW_A00184,피마늘,피마늘(난지)(대서)(10kg),상품,10kg,"63,000"
18666,AW_A00185,AW_A00185,피마늘,피마늘(난지)(대서)(10kg),중품,10kg,"58,000"
18667,AW_A00124,AW_A00124,양파,양파(15kg),상품,15kg,"15,750"
18668,AW_A00125,AW_A00125,양파,양파(15kg),중품,15kg,"14,250"
18669,AW_A00044,AW_A00044,파,대파(1kg),상품,1kg,"2,150"
18670,AW_A00045,AW_A00045,파,대파(1kg),중품,1kg,"1,850"
18671,AW_A00141,AW_A00141,파,쪽파(1kg),상품,1kg,"6,000"
18672,AW_A00142,AW_A00142,파,쪽파(1kg),중품,1kg,"5,500"
18673,AW_A00108,AW_A00108,생강,생강(국산)(10kg),상품,10kg,"35,000"
18674,AW_A00109,AW_A00109,생강,생강(국산)(10kg),중품,10kg,"30,000"
18675,AW_A00110,AW_A00110,생강,생강(수입)(10kg),중품,10kg,"53,000"
18676,AW_A00070,AW_A00070,미나리,미나리(7.5kg),상품,7.5kg,"76,500"
18677,AW_A00071,AW_A00071,미나리,미나리(7.5kg),중품,7.5kg,"71,500"
18678,AW_A00031,AW_A00031,깻잎,깻잎(2kg),상품,2kg,"25,500"
18679,AW_A00032,AW_A00032,깻잎,깻잎(2kg),중품,2kg,"21,500"
18680,AW_A00188,AW_A00188,피망,피망(청)(10kg),상품,10kg,"56,000"
18681,AW_A00189,AW_A00189,피망,피망(청)(10kg),중품,10kg,"51,500"
18682,AW_A00160,AW_A00160,파프리카,파프리카(5kg),상품,5kg,"18,500"
18683,AW_A00161,AW_A00161,파프리카,파프리카(5kg),중품,5kg,"15,500"
18684,AW_A00057,AW_A00057,멜론,멜론(8kg),상품,8kg,"42,200"
18685,AW_A00058,AW_A00058,멜론,멜론(8kg),중품,8kg,"37,700"
18686,AW_A00029,AW_A00029,깐마늘(국산),깐마늘(국산)(대서)(20kg),상품,20kg,"165,000"
18687,AW_A00030,AW_A00030,깐마늘(국산),깐마늘(국산)(대서)(20kg),중품,20kg,"155,000"
18688,AW_A00027,AW_A00027,깐마늘(국산),깐마늘(국산)(남도)(20kg),상품,20kg,"170,000"
18689,AW_A00028,AW_A00028,깐마늘(국산),깐마늘(국산)(남도)(20kg),중품,20kg,"160,000"
18690,AW_A00074,AW_A00074,방울토마토,방울토마토(5kg),상품,5kg,"38,500"
18691,AW_A00075,AW_A00075,방울토마토,방울토마토(5kg),중품,5kg,"33,500"
18692,AW_A00042,AW_A00042,방울토마토,대추방울토마토(1kg),상품,1kg,"6,500"
18693,AW_A00043,AW_A00043,방울토마토,대추방울토마토(1kg),중품,1kg,"6,000"
18694,AW_A00080,AW_A00080,배추,배추(가을)(10kg),상품,10kg,"11,800"
18695,AW_A00081,AW_A00081,배추,배추(가을)(10kg),중품,10kg,"10,800"
18696,AW_A00122,AW_A00122,양배추,양배추(8kg),상품,8kg,"6,330"
18697,AW_A00123,AW_A00123,양배추,양배추(8kg),중품,8kg,"5,830"
18698,AW_A00113,AW_A00113,시금치,시금치(4kg),상품,4kg,"11,700"
18699,AW_A00114,AW_A00114,시금치,시금치(4kg),중품,4kg,"9,750"
18700,AW_A00101,AW_A00101,상추,상추(적)(4kg),상품,4kg,"14,000"
18701,AW_A00102,AW_A00102,상추,상추(적)(4kg),중품,4kg,"12,000"
18702,AW_A00103,AW_A00103,상추,상추(청)(4kg),상품,4kg,"13,700"
18703,AW_A00104,AW_A00104,상추,상추(청)(4kg),중품,4kg,"10,700"
18704,AW_A00126,AW_A00126,얼갈이배추,얼갈이배추(4kg),상품,4kg,"8,000"
18705,AW_A00127,AW_A00127,얼갈이배추,얼갈이배추(4kg),중품,4kg,"6,000"
18706,AW_A00111,AW_A00111,수박,수박(1개),상품,1개,"18,700"
18707,AW_A00112,AW_A00112,수박,수박(1개),중품,1개,"13,700"
18708,AW_A00136,AW_A00136,오이,오이(다다기계통)(100개),상품,100개,"106,000"
18709,AW_A00137,AW_A00137,오이,오이(다다기계통)(100개),중품,100개,"100,000"
18710,AW_A00138,AW_A00138,오이,오이(취청)(50개),상품,50개,"56,000"
18711,AW_A00139,AW_A00139,오이,오이(취청)(50개),중품,50개,"52,000"
18712,AW_A00120,AW_A00120,호박,애호박(20개),상품,20개,"24,200"
18713,AW_A00121,AW_A00121,호박,애호박(20개),중품,20개,"22,000"
18714,AW_A00196,AW_A00196,호박,호박(쥬키니)(10kg),상품,10kg,"38,700"
18715,AW_A00197,AW_A00197,호박,호박(쥬키니)(10kg),중품,10kg,"35,700"
18716,AW_A00156,AW_A00156,토마토,토마토(5kg),상품,5kg,"19,100"
18717,AW_A00157,AW_A00157,토마토,토마토(5kg),중품,5kg,"16,600"
18718,AW_A00060,AW_A00060,무,무(가을)(20kg),상품,20kg,"12,400"
18719,AW_A00061,AW_A00061,무,무(가을)(20kg),중품,20kg,"10,400"
18720,AW_A00039,AW_A00039,당근,당근(무세척)(20kg),상품,20kg,"35,000"
18721,AW_A00040,AW_A00040,당근,당근(무세척)(20kg),중품,20kg,"32,000"
18722,AW_A00041,AW_A00041,당근,당근(세척)(수입),중품,10kg,"9,000"
18723,AW_A00128,AW_A00128,열무,열무(4kg),상품,4kg,"8,000"
18724,AW_A00129,AW_A00129,열무,열무(4kg),중품,4kg,"7,000"
18725,AW_A00016,AW_A00016,건고추,건고추(화건)(30kg),상품,30kg,"600,000"
18726,AW_A00017,AW_A00017,건고추,건고추(화건)(30kg),중품,30kg,"550,000"
18727,AW_A00010,AW_A00010,건고추,건고추(양건)(30kg),상품,30kg,"750,000"
18728,AW_A00011,AW_A00011,건고추,건고추(양건)(30kg),중품,30kg,"700,000"
18729,AW_A00174,AW_A00174,풋고추,풋고추(10kg),상품,10kg,"49,200"
18730,AW_A00175,AW_A00175,풋고추,풋고추(10kg),중품,10kg,"42,500"
18731,AW_A00176,AW_A00176,풋고추,풋고추(꽈리고추)(4kg),상품,4kg,"25,000"
18732,AW_A00177,AW_A00177,풋고추,풋고추(꽈리고추)(4kg),중품,4kg,"20,700"
18733,AW_A00180,AW_A00180,풋고추,풋고추(청양고추)(10kg),상품,10kg,"40,700"
18734,AW_A00181,AW_A00181,풋고추,풋고추(청양고추)(10kg),중품,10kg,"34,500"
18735,AW_A00093,AW_A00093,붉은고추,붉은고추(10kg),상품,10kg,"51,700"
18736,AW_A00094,AW_A00094,붉은고추,붉은고추(10kg),중품,10kg,"43,000"
18737,AW_A00186,AW_A00186,피마늘,피마늘(한지)(10kg),상품,10kg,"110,000"
18738,AW_A00187,AW_A00187,피마늘,피마늘(한지)(10kg),중품,10kg,"105,000"
18739,AW_A00184,AW_A00184,피마늘,피마늘(난지)(대서)(10kg),상품,10kg,"63,000"
18740,AW_A00185,AW_A00185,피마늘,피마늘(난지)(대서)(10kg),중품,10kg,"58,000"
18741,AW_A00124,AW_A00124,양파,양파(15kg),상품,15kg,"15,750"
18742,AW_A00125,AW_A00125,양파,양파(15kg),중품,15kg,"14,250"
18743,AW_A00044,AW_A00044,파,대파(1kg),상품,1kg,"1,920"
18744,AW_A00045,AW_A00045,파,대파(1kg),중품,1kg,"1,620"
18745,AW_A00141,AW_A00141,파,쪽파(1kg),상품,1kg,"6,000"
18746,AW_A00142,AW_A00142,파,쪽파(1kg),중품,1kg,"5,500"
18747,AW_A00108,AW_A00108,생강,생강(국산)(10kg),상품,10kg,"35,000"
18748,AW_A00109,AW_A00109,생강,생강(국산)(10kg),중품,10kg,"30,000"
18749,AW_A00110,AW_A00110,생강,생강(수입)(10kg),중품,10kg,"53,000"
18750,AW_A00070,AW_A00070,미나리,미나리(7.5kg),상품,7.5kg,"60,000"
18751,AW_A00071,AW_A00071,미나리,미나리(7.5kg),중품,7.5kg,"55,000"
18752,AW_A00031,AW_A00031,깻잎,깻잎(2kg),상품,2kg,"28,000"
18753,AW_A00032,AW_A00032,깻잎,깻잎(2kg),중품,2kg,"24,000"
18754,AW_A00188,AW_A00188,피망,피망(청)(10kg),상품,10kg,"54,000"
18755,AW_A00189,AW_A00189,피망,피망(청)(10kg),중품,10kg,"49,500"
18756,AW_A00160,AW_A00160,파프리카,파프리카(5kg),상품,5kg,"19,200"
18757,AW_A00161,AW_A00161,파프리카,파프리카(5kg),중품,5kg,"16,200"
18758,AW_A00057,AW_A00057,멜론,멜론(8kg),상품,8kg,"42,200"
18759,AW_A00058,AW_A00058,멜론,멜론(8kg),중품,8kg,"37,700"
18760,AW_A00029,AW_A00029,깐마늘(국산),깐마늘(국산)(대서)(20kg),상품,20kg,"165,000"
18761,AW_A00030,AW_A00030,깐마늘(국산),깐마늘(국산)(대서)(20kg),중품,20kg,"155,000"
18762,AW_A00027,AW_A00027,깐마늘(국산),깐마늘(국산)(남도)(20kg),상품,20kg,"170,000"
18763,AW_A00028,AW_A00028,깐마늘(국산),깐마늘(국산)(남도)(20kg),중품,20kg,"160,000"
18764,AW_A00074,AW_A00074,방울토마토,방울토마토(5kg),상품,5kg,"38,500"
18765,AW_A00075,AW_A00075,방울토마토,방울토마토(5kg),중품,5kg,"33,500"
18766,AW_A00042,AW_A00042,방울토마토,대추방울토마토(1kg),상품,1kg,"6,500"
18767,AW_A00043,AW_A00043,방울토마토,대추방울토마토(1kg),중품,1kg,"6,000"
18768,AW_A00080,AW_A00080,배추,배추(가을)(10kg),상품,10kg,"10,400"
18769,AW_A00081,AW_A00081,배추,배추(가을)(10kg),중품,10kg,"9,400"
18770,AW_A00122,AW_A00122,양배추,양배추(8kg),상품,8kg,"6,000"
18771,AW_A00123,AW_A00123,양배추,양배추(8kg),중품,8kg,"5,500"
18772,AW_A00113,AW_A00113,시금치,시금치(4kg),상품,4kg,"13,500"
18773,AW_A00114,AW_A00114,시금치,시금치(4kg),중품,4kg,"11,500"
18774,AW_A00101,AW_A00101,상추,상추(적)(4kg),상품,4kg,"15,500"
18775,AW_A00102,AW_A00102,상추,상추(적)(4kg),중품,4kg,"13,500"
18776,AW_A00103,AW_A00103,상추,상추(청)(4kg),상품,4kg,"14,000"
18777,AW_A00104,AW_A00104,상추,상추(청)(4kg),중품,4kg,"11,000"
18778,AW_A00126,AW_A00126,얼갈이배추,얼갈이배추(4kg),상품,4kg,"9,000"
18779,AW_A00127,AW_A00127,얼갈이배추,얼갈이배추(4kg),중품,4kg,"7,000"
18780,AW_A00111,AW_A00111,수박,수박(1개),상품,1개,"17,500"
18781,AW_A00112,AW_A00112,수박,수박(1개),중품,1개,"12,500"
18782,AW_A00136,AW_A00136,오이,오이(다다기계통)(100개),상품,100개,"107,000"
18783,AW_A00137,AW_A00137,오이,오이(다다기계통)(100개),중품,100개,"101,000"
18784,AW_A00138,AW_A00138,오이,오이(취청)(50개),상품,50개,"58,700"
18785,AW_A00139,AW_A00139,오이,오이(취청)(50개),중품,50개,"54,700"
18786,AW_A00120,AW_A00120,호박,애호박(20개),상품,20개,"25,500"
18787,AW_A00121,AW_A00121,호박,애호박(20개),중품,20개,"23,200"
18788,AW_A00196,AW_A00196,호박,호박(쥬키니)(10kg),상품,10kg,"48,000"
18789,AW_A00197,AW_A00197,호박,호박(쥬키니)(10kg),중품,10kg,"45,000"
18790,AW_A00156,AW_A00156,토마토,토마토(5kg),상품,5kg,"19,100"
18791,AW_A00157,AW_A00157,토마토,토마토(5kg),중품,5kg,"16,600"
18792,AW_A00060,AW_A00060,무,무(가을)(20kg),상품,20kg,"13,400"
18793,AW_A00061,AW_A00061,무,무(가을)(20kg),중품,20kg,"11,400"
18794,AW_A00039,AW_A00039,당근,당근(무세척)(20kg),상품,20kg,"35,000"
18795,AW_A00040,AW_A00040,당근,당근(무세척)(20kg),중품,20kg,"32,000"
18796,AW_A00041,AW_A00041,당근,당근(세척)(수입),중품,10kg,"9,000"
18797,AW_A00128,AW_A00128,열무,열무(4kg),상품,4kg,"9,750"
18798,AW_A00129,AW_A00129,열무,열무(4kg),중품,4kg,"8,750"
18799,AW_A00016,AW_A00016,건고추,건고추(화건)(30kg),상품,30kg,"600,000"
18800,AW_A00017,AW_A00017,건고추,건고추(화건)(30kg),중품,30kg,"550,000"
18801,AW_A00010,AW_A00010,건고추,건고추(양건)(30kg),상품,30kg,"750,000"
18802,AW_A00011,AW_A00011,건고추,건고추(양건)(30kg),중품,30kg,"700,000"
18803,AW_A00174,AW_A00174,풋고추,풋고추(10kg),상품,10kg,"47,700"
18804,AW_A00175,AW_A00175,풋고추,풋고추(10kg),중품,10kg,"41,000"
18805,AW_A00176,AW_A00176,풋고추,풋고추(꽈리고추)(4kg),상품,4kg,"23,500"
18806,AW_A00177,AW_A00177,풋고추,풋고추(꽈리고추)(4kg),중품,4kg,"19,200"
18807,AW_A00180,AW_A00180,풋고추,풋고추(청양고추)(10kg),상품,10kg,"39,500"
18808,AW_A00181,AW_A00181,풋고추,풋고추(청양고추)(10kg),중품,10kg,"33,200"
18809,AW_A00093,AW_A00093,붉은고추,붉은고추(10kg),상품,10kg,"49,200"
18810,AW_A00094,AW_A00094,붉은고추,붉은고추(10kg),중품,10kg,"40,500"
18811,AW_A00186,AW_A00186,피마늘,피마늘(한지)(10kg),상품,10kg,"110,000"
18812,AW_A00187,AW_A00187,피마늘,피마늘(한지)(10kg),중품,10kg,"105,000"
18813,AW_A00184,AW_A00184,피마늘,피마늘(난지)(대서)(10kg),상품,10kg,"63,000"
18814,AW_A00185,AW_A00185,피마늘,피마늘(난지)(대서)(10kg),중품,10kg,"58,000"
18815,AW_A00124,AW_A00124,양파,양파(15kg),상품,15kg,"15,750"
18816,AW_A00125,AW_A00125,양파,양파(15kg),중품,15kg,"14,250"
18817,AW_A00044,AW_A00044,파,대파(1kg),상품,1kg,"1,970"
18818,AW_A00045,AW_A00045,파,대파(1kg),중품,1kg,"1,670"
18819,AW_A00141,AW_A00141,파,쪽파(1kg),상품,1kg,"6,000"
18820,AW_A00142,AW_A00142,파,쪽파(1kg),중품,1kg,"5,500"
18821,AW_A00108,AW_A00108,생강,생강(국산)(10kg),상품,10kg,"35,000"
18822,AW_A00109,AW_A00109,생강,생강(국산)(10kg),중품,10kg,"30,000"
18823,AW_A00110,AW_A00110,생강,생강(수입)(10kg),중품,10kg,"53,000"
18824,AW_A00070,AW_A00070,미나리,미나리(7.5kg),상품,7.5kg,"60,000"
18825,AW_A00071,AW_A00071,미나리,미나리(7.5kg),중품,7.5kg,"55,000"
18826,AW_A00031,AW_A00031,깻잎,깻잎(2kg),상품,2kg,"31,200"
18827,AW_A00032,AW_A00032,깻잎,깻잎(2kg),중품,2kg,"27,200"
18828,AW_A00188,AW_A00188,피망,피망(청)(10kg),상품,10kg,"58,700"
18829,AW_A00189,AW_A00189,피망,피망(청)(10kg),중품,10kg,"54,200"
18830,AW_A00160,AW_A00160,파프리카,파프리카(5kg),상품,5kg,"17,200"
18831,AW_A00161,AW_A00161,파프리카,파프리카(5kg),중품,5kg,"14,200"
18832,AW_A00057,AW_A00057,멜론,멜론(8kg),상품,8kg,"42,200"
18833,AW_A00058,AW_A00058,멜론,멜론(8kg),중품,8kg,"37,700"
18834,AW_A00029,AW_A00029,깐마늘(국산),깐마늘(국산)(대서)(20kg),상품,20kg,"165,000"
18835,AW_A00030,AW_A00030,깐마늘(국산),깐마늘(국산)(대서)(20kg),중품,20kg,"155,000"
18836,AW_A00027,AW_A00027,깐마늘(국산),깐마늘(국산)(남도)(20kg),상품,20kg,"170,000"
18837,AW_A00028,AW_A00028,깐마늘(국산),깐마늘(국산)(남도)(20kg),중품,20kg,"160,000"
18838,AW_A00074,AW_A00074,방울토마토,방울토마토(5kg),상품,5kg,"40,700"
18839,AW_A00075,AW_A00075,방울토마토,방울토마토(5kg),중품,5kg,"35,700"
18840,AW_A00042,AW_A00042,방울토마토,대추방울토마토(1kg),상품,1kg,"6,500"
18841,AW_A00043,AW_A00043,방울토마토,대추방울토마토(1kg),중품,1kg,"6,000"
18842,AW_A00080,AW_A00080,배추,배추(가을)(10kg),상품,10kg,"11,400"
18843,AW_A00081,AW_A00081,배추,배추(가을)(10kg),중품,10kg,"10,400"
18844,AW_A00122,AW_A00122,양배추,양배추(8kg),상품,8kg,"7,000"
18845,AW_A00123,AW_A00123,양배추,양배추(8kg),중품,8kg,"6,500"
18846,AW_A00113,AW_A00113,시금치,시금치(4kg),상품,4kg,"13,200"
18847,AW_A00114,AW_A00114,시금치,시금치(4kg),중품,4kg,"11,200"
18848,AW_A00101,AW_A00101,상추,상추(적)(4kg),상품,4kg,"15,000"
18849,AW_A00102,AW_A00102,상추,상추(적)(4kg),중품,4kg,"13,000"
18850,AW_A00103,AW_A00103,상추,상추(청)(4kg),상품,4kg,"14,700"
18851,AW_A00104,AW_A00104,상추,상추(청)(4kg),중품,4kg,"11,700"
18852,AW_A00126,AW_A00126,얼갈이배추,얼갈이배추(4kg),상품,4kg,"8,750"
18853,AW_A00127,AW_A00127,얼갈이배추,얼갈이배추(4kg),중품,4kg,"6,750"
18854,AW_A00111,AW_A00111,수박,수박(1개),상품,1개,"17,500"
18855,AW_A00112,AW_A00112,수박,수박(1개),중품,1개,"12,500"
18856,AW_A00136,AW_A00136,오이,오이(다다기계통)(100개),상품,100개,"107,000"
18857,AW_A00137,AW_A00137,오이,오이(다다기계통)(100개),중품,100개,"101,000"
18858,AW_A00138,AW_A00138,오이,오이(취청)(50개),상품,50개,"55,500"
18859,AW_A00139,AW_A00139,오이,오이(취청)(50개),중품,50개,"51,500"
18860,AW_A00120,AW_A00120,호박,애호박(20개),상품,20개,"25,500"
18861,AW_A00121,AW_A00121,호박,애호박(20개),중품,20개,"23,200"
18862,AW_A00196,AW_A00196,호박,호박(쥬키니)(10kg),상품,10kg,"50,700"
18863,AW_A00197,AW_A00197,호박,호박(쥬키니)(10kg),중품,10kg,"47,500"
18864,AW_A00156,AW_A00156,토마토,토마토(5kg),상품,5kg,"19,100"
18865,AW_A00157,AW_A00157,토마토,토마토(5kg),중품,5kg,"16,600"
18866,AW_A00060,AW_A00060,무,무(가을)(20kg),상품,20kg,"14,000"
18867,AW_A00061,AW_A00061,무,무(가을)(20kg),중품,20kg,"12,000"
18868,AW_A00039,AW_A00039,당근,당근(무세척)(20kg),상품,20kg,"35,000"
18869,AW_A00040,AW_A00040,당근,당근(무세척)(20kg),중품,20kg,"32,000"
18870,AW_A00041,AW_A00041,당근,당근(세척)(수입),중품,10kg,"9,000"
18871,AW_A00128,AW_A00128,열무,열무(4kg),상품,4kg,"9,500"
18872,AW_A00129,AW_A00129,열무,열무(4kg),중품,4kg,"8,500"
18873,AW_A00016,AW_A00016,건고추,건고추(화건)(30kg),상품,30kg,"600,000"
18874,AW_A00017,AW_A00017,건고추,건고추(화건)(30kg),중품,30kg,"550,000"
18875,AW_A00010,AW_A00010,건고추,건고추(양건)(30kg),상품,30kg,"750,000"
18876,AW_A00011,AW_A00011,건고추,건고추(양건)(30kg),중품,30kg,"700,000"
18877,AW_A00174,AW_A00174,풋고추,풋고추(10kg),상품,10kg,"54,200"
18878,AW_A00175,AW_A00175,풋고추,풋고추(10kg),중품,10kg,"47,500"
18879,AW_A00176,AW_A00176,풋고추,풋고추(꽈리고추)(4kg),상품,4kg,"24,500"
