,category_code,p_code,p_group,kind_name_new,rank,unit,price
8285,AW_A00087,AW_A00087,배추,배추(월동)(10kg),중품,10kg,"10,800"
8286,AW_A00122,AW_A00122,양배추,양배추(8kg),상품,8kg,"11,000"
8287,AW_A00123,AW_A00123,양배추,양배추(8kg),중품,8kg,"10,500"
8288,AW_A00113,AW_A00113,시금치,시금치(4kg),상품,4kg,"13,000"
8289,AW_A00114,AW_A00114,시금치,시금치(4kg),중품,4kg,"11,000"
8290,AW_A00101,AW_A00101,상추,상추(적)(4kg),상품,4kg,"13,500"
8291,AW_A00102,AW_A00102,상추,상추(적)(4kg),중품,4kg,"11,500"
8292,AW_A00103,AW_A00103,상추,상추(청)(4kg),상품,4kg,"12,000"
8293,AW_A00104,AW_A00104,상추,상추(청)(4kg),중품,4kg,"9,000"
8294,AW_A00126,AW_A00126,얼갈이배추,얼갈이배추(4kg),상품,4kg,"6,500"
8295,AW_A00127,AW_A00127,얼갈이배추,얼갈이배추(4kg),중품,4kg,"5,500"
8296,AW_A00111,AW_A00111,수박,수박(1개),상품,1개,"18,600"
8297,AW_A00112,AW_A00112,수박,수박(1개),중품,1개,"13,600"
8298,AW_A00150,AW_A00150,참외,참외(10kg),상품,10kg,"50,200"
8299,AW_A00151,AW_A00151,참외,참외(10kg),중품,10kg,"45,200"
8300,AW_A00136,AW_A00136,오이,오이(다다기계통)(100개),상품,100개,"37,700"
8301,AW_A00137,AW_A00137,오이,오이(다다기계통)(100개),중품,100개,"31,700"
8302,AW_A00138,AW_A00138,오이,오이(취청)(50개),상품,50개,"26,700"
8303,AW_A00139,AW_A00139,오이,오이(취청)(50개),중품,50개,"22,200"
8304,AW_A00120,AW_A00120,호박,애호박(20개),상품,20개,"13,500"
8305,AW_A00121,AW_A00121,호박,애호박(20개),중품,20개,"11,500"
8306,AW_A00196,AW_A00196,호박,호박(쥬키니)(10kg),상품,10kg,"9,750"
8307,AW_A00197,AW_A00197,호박,호박(쥬키니)(10kg),중품,10kg,"7,750"
8308,AW_A00156,AW_A00156,토마토,토마토(5kg),상품,5kg,"9,600"
8309,AW_A00157,AW_A00157,토마토,토마토(5kg),중품,5kg,"7,200"
8310,AW_A00048,AW_A00048,딸기,딸기(2kg),상품,2kg,"12,200"
8311,AW_A00049,AW_A00049,딸기,딸기(2kg),중품,2kg,"7,400"
8312,AW_A00066,AW_A00066,무,무(월동)(20kg),상품,20kg,"13,200"
8313,AW_A00067,AW_A00067,무,무(월동)(20kg),중품,20kg,"11,200"
8314,AW_A00039,AW_A00039,당근,당근(무세척)(20kg),상품,20kg,"38,000"
8315,AW_A00040,AW_A00040,당근,당근(무세척)(20kg),중품,20kg,"36,000"
8316,AW_A00041,AW_A00041,당근,당근(세척)(수입),중품,10kg,"12,000"
8317,AW_A00128,AW_A00128,열무,열무(4kg),상품,4kg,"9,750"
8318,AW_A00129,AW_A00129,열무,열무(4kg),중품,4kg,"8,750"
8319,AW_A00016,AW_A00016,건고추,건고추(화건)(30kg),상품,30kg,"600,000"
8320,AW_A00017,AW_A00017,건고추,건고추(화건)(30kg),중품,30kg,"550,000"
8321,AW_A00010,AW_A00010,건고추,건고추(양건)(30kg),상품,30kg,"750,000"
8322,AW_A00011,AW_A00011,건고추,건고추(양건)(30kg),중품,30kg,"700,000"
8323,AW_A00174,AW_A00174,풋고추,풋고추(10kg),상품,10kg,"40,700"
8324,AW_A00175,AW_A00175,풋고추,풋고추(10kg),중품,10kg,"32,700"
8325,AW_A00176,AW_A00176,풋고추,풋고추(꽈리고추)(4kg),상품,4kg,"28,500"
8326,AW_A00177,AW_A00177,풋고추,풋고추(꽈리고추)(4kg),중품,4kg,"24,000"
8327,AW_A00180,AW_A00180,풋고추,풋고추(청양고추)(10kg),상품,10kg,"34,700"
8328,AW_A00181,AW_A00181,풋고추,풋고추(청양고추)(10kg),중품,10kg,"28,200"
8329,AW_A00178,AW_A00178,풋고추,풋고추(오이맛고추)(10kg),상품,10kg,"25,000"
8330,AW_A00179,AW_A00179,풋고추,풋고추(오이맛고추)(10kg),중품,10kg,"23,000"
8331,AW_A00093,AW_A00093,붉은고추,붉은고추(10kg),상품,10kg,"86,700"
8332,AW_A00094,AW_A00094,붉은고추,붉은고추(10kg),중품,10kg,"77,700"
8333,AW_A00186,AW_A00186,피마늘,피마늘(한지)(10kg),상품,10kg,"90,000"
8334,AW_A00187,AW_A00187,피마늘,피마늘(한지)(10kg),중품,10kg,"85,000"
8335,AW_A00184,AW_A00184,피마늘,피마늘(난지)(대서)(10kg),상품,10kg,"60,000"
8336,AW_A00185,AW_A00185,피마늘,피마늘(난지)(대서)(10kg),중품,10kg,"55,000"
8337,AW_A00124,AW_A00124,양파,양파(15kg),상품,15kg,"13,400"
8338,AW_A00125,AW_A00125,양파,양파(15kg),중품,15kg,"12,400"
8339,AW_A00194,AW_A00194,양파,햇양파(15kg),상품,15kg,
8340,AW_A00195,AW_A00195,양파,햇양파(15kg),중품,15kg,
8341,AW_A00044,AW_A00044,파,대파(1kg),상품,1kg,"1,400"
8342,AW_A00045,AW_A00045,파,대파(1kg),중품,1kg,"1,000"
8343,AW_A00141,AW_A00141,파,쪽파(1kg),상품,1kg,"4,250"
8344,AW_A00142,AW_A00142,파,쪽파(1kg),중품,1kg,"3,750"
8345,AW_A00108,AW_A00108,생강,생강(국산)(10kg),상품,10kg,"33,000"
8346,AW_A00109,AW_A00109,생강,생강(국산)(10kg),중품,10kg,"23,000"
8347,AW_A00110,AW_A00110,생강,생강(수입)(10kg),중품,10kg,"45,000"
8348,AW_A00070,AW_A00070,미나리,미나리(7.5kg),상품,7.5kg,"31,600"
8349,AW_A00071,AW_A00071,미나리,미나리(7.5kg),중품,7.5kg,"21,600"
8350,AW_A00031,AW_A00031,깻잎,깻잎(2kg),상품,2kg,"22,000"
8351,AW_A00032,AW_A00032,깻잎,깻잎(2kg),중품,2kg,"18,000"
8352,AW_A00188,AW_A00188,피망,피망(청)(10kg),상품,10kg,"55,700"
8353,AW_A00189,AW_A00189,피망,피망(청)(10kg),중품,10kg,"51,200"
8354,AW_A00160,AW_A00160,파프리카,파프리카(5kg),상품,5kg,"21,000"
8355,AW_A00161,AW_A00161,파프리카,파프리카(5kg),중품,5kg,"18,000"
8356,AW_A00057,AW_A00057,멜론,멜론(8kg),상품,8kg,"41,800"
8357,AW_A00058,AW_A00058,멜론,멜론(8kg),중품,8kg,"36,800"
8358,AW_A00029,AW_A00029,깐마늘(국산),깐마늘(국산)(대서)(20kg),상품,20kg,"170,000"
8359,AW_A00030,AW_A00030,깐마늘(국산),깐마늘(국산)(대서)(20kg),중품,20kg,"160,000"
8360,AW_A00027,AW_A00027,깐마늘(국산),깐마늘(국산)(남도)(20kg),상품,20kg,"175,000"
8361,AW_A00028,AW_A00028,깐마늘(국산),깐마늘(국산)(남도)(20kg),중품,20kg,"165,000"
8362,AW_A00042,AW_A00042,방울토마토,대추방울토마토(1kg),상품,1kg,"5,400"
8363,AW_A00043,AW_A00043,방울토마토,대추방울토마토(1kg),중품,1kg,"4,900"
8364,AW_A00086,AW_A00086,배추,배추(월동)(10kg),상품,10kg,"12,000"
8365,AW_A00087,AW_A00087,배추,배추(월동)(10kg),중품,10kg,"11,000"
8366,AW_A00122,AW_A00122,양배추,양배추(8kg),상품,8kg,"11,000"
8367,AW_A00123,AW_A00123,양배추,양배추(8kg),중품,8kg,"10,500"
8368,AW_A00113,AW_A00113,시금치,시금치(4kg),상품,4kg,"13,200"
8369,AW_A00114,AW_A00114,시금치,시금치(4kg),중품,4kg,"11,200"
8370,AW_A00101,AW_A00101,상추,상추(적)(4kg),상품,4kg,"13,000"
8371,AW_A00102,AW_A00102,상추,상추(적)(4kg),중품,4kg,"11,000"
8372,AW_A00103,AW_A00103,상추,상추(청)(4kg),상품,4kg,"12,500"
8373,AW_A00104,AW_A00104,상추,상추(청)(4kg),중품,4kg,"9,500"
8374,AW_A00126,AW_A00126,얼갈이배추,얼갈이배추(4kg),상품,4kg,"5,500"
8375,AW_A00127,AW_A00127,얼갈이배추,얼갈이배추(4kg),중품,4kg,"4,500"
8376,AW_A00111,AW_A00111,수박,수박(1개),상품,1개,"22,400"
8377,AW_A00112,AW_A00112,수박,수박(1개),중품,1개,"17,400"
